time,tick_secs,tick_nsecs,status,pose_0,pose_1,pose_2,vel_0,vel_1,vel_2
2025/08/06 12:39:44.105181592,1754451584,104835634,041,7.5208048820495605,-37.48330307006836,-0.7262616753578186,0.3487498462200165,3.54496187355835e-05,2.462242264300585e-06
2025/08/06 12:39:44.144048467,1754451584,143356342,041,7.5208048820495605,-37.48330307006836,-0.7262616753578186,0.3487498462200165,3.54496187355835e-05,2.462242264300585e-06
2025/08/06 12:39:44.207597217,1754451584,207239551,041,7.546881675720215,-37.50646209716797,-0.7262614369392395,0.3462880849838257,3.467905116849579e-05,2.4133162241923856e-06
2025/08/06 12:39:44.245579634,1754451584,243551051,041,7.546881675720215,-37.50646209716797,-0.7262614369392395,0.3462880849838257,3.467905116849579e-05,2.4133162241923856e-06
2025/08/06 12:39:44.314227759,1754451584,313815801,041,7.572774887084961,-37.52945327758789,-0.7262611985206604,0.3438436985015869,3.392285361769609e-05,2.3651571154914564e-06
2025/08/06 12:39:44.341783342,1754451584,340877801,041,7.572774887084961,-37.52945327758789,-0.7262611985206604,0.3438436985015869,3.392285361769609e-05,2.3651571154914564e-06
2025/08/06 12:39:44.413455676,1754451584,411814718,041,7.598484992980957,-37.55228805541992,-0.7262609601020813,0.34141653776168823,3.3180825994350016e-05,2.317759708603262e-06
2025/08/06 12:39:44.442785926,1754451584,441650634,041,7.598484992980957,-37.55228805541992,-0.7262609601020813,0.34141653776168823,3.3180825994350016e-05,2.317759708603262e-06
2025/08/06 12:39:44.517406301,1754451584,517002926,041,7.624013423919678,-37.574954986572266,-0.7262607216835022,0.33900654315948486,3.24527827615384e-05,2.271118091812241e-06
2025/08/06 12:39:44.541334218,1754451584,540843468,041,7.624013423919678,-37.574954986572266,-0.7262607216835022,0.33900654315948486,3.24527827615384e-05,2.271118091812241e-06
2025/08/06 12:39:44.606965218,1754451584,606613801,041,7.649362087249756,-37.59746551513672,-0.7262604832649231,0.3366135358810425,3.173853110638447e-05,2.225226580776507e-06
2025/08/06 12:39:44.642296051,1754451584,641577634,041,7.649362087249756,-37.59746551513672,-0.7262604832649231,0.3366135358810425,3.173853110638447e-05,2.225226580776507e-06
2025/08/06 12:39:44.706655468,1754451584,705954384,041,7.67453145980835,-37.61981964111328,-0.726260244846344,0.3342374563217163,3.103787457803264e-05,2.1800790364068234e-06
2025/08/06 12:39:44.741552968,1754451584,741059426,041,7.67453145980835,-37.61981964111328,-0.726260244846344,0.3342374563217163,3.103787457803264e-05,2.1800790364068234e-06
2025/08/06 12:39:44.804365759,1754451584,804113801,041,7.699522972106934,-37.64201354980469,-0.7262600660324097,0.331878125667572,3.035063127754256e-05,2.135669319613953e-06
2025/08/06 12:39:44.841460968,1754451584,841201968,041,7.699522972106934,-37.64201354980469,-0.7262600660324097,0.331878125667572,3.035063127754256e-05,2.135669319613953e-06
2025/08/06 12:39:44.903098676,1754451584,902949551,041,7.724338531494141,-37.66404724121094,-0.7262598276138306,0.32953545451164246,2.9676604754058644e-05,2.0919910639349837e-06
2025/08/06 12:39:44.942043301,1754451584,941700093,041,7.724338531494141,-37.66404724121094,-0.7262598276138306,0.32953545451164246,2.9676604754058644e-05,2.0919910639349837e-06
2025/08/06 12:39:45.2307134,1754451585,2158509,041,7.748978614807129,-37.68593215942383,-0.7262595891952515,0.3272092938423157,2.9015605832682922e-05,2.0490376755333273e-06
2025/08/06 12:39:45.41403759,1754451585,41151593,041,7.748978614807129,-37.68593215942383,-0.7262595891952515,0.3272092938423157,2.9015605832682922e-05,2.0490376755333273e-06
2025/08/06 12:39:45.113158968,1754451585,111212468,041,7.773444652557373,-37.70765686035156,-0.7262594103813171,0.3248995840549469,2.8367445338517427e-05,2.006802560572396e-06
2025/08/06 12:39:45.146268718,1754451585,144577718,041,7.773444652557373,-37.70765686035156,-0.7262594103813171,0.3248995840549469,2.8367445338517427e-05,2.006802560572396e-06
2025/08/06 12:39:45.215391801,1754451585,213551468,041,7.797738075256348,-37.72923278808594,-0.7262592315673828,0.3226061761379242,2.773193409666419e-05,1.9652788978419267e-06
2025/08/06 12:39:45.242339218,1754451585,241686426,041,7.797738075256348,-37.72923278808594,-0.7262592315673828,0.3226061761379242,2.773193409666419e-05,1.9652788978419267e-06
2025/08/06 12:39:45.312277760,1754451585,311851885,041,7.821860313415527,-37.75065231323242,-0.7262589931488037,0.320328950881958,2.7108884751214646e-05,1.924459866131656e-06
