time,layout_data_offset,data_0,data_1,data_2,data_3
2025/08/06 13:43:46.679797261,0,20.0,20.0,20.0,20.0
2025/08/06 13:43:46.779305011,0,20.0,20.0,20.0,20.0
2025/08/06 13:43:46.883988594,0,20.0,20.0,20.0,20.0
2025/08/06 13:43:46.993969011,0,20.0,20.0,20.0,20.0
2025/08/06 13:43:47.78383970,0,20.0,20.0,20.0,20.0
2025/08/06 13:43:47.180316511,0,20.0,20.0,10.0,10.0
2025/08/06 13:43:47.280888053,0,20.0,20.0,7.0,7.0
2025/08/06 13:43:47.388442136,0,20.0,20.0,4.0,4.0
2025/08/06 13:43:47.486274595,0,20.0,20.0,1.0,1.0
2025/08/06 13:43:47.581164428,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:47.684003678,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:47.778942345,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:47.879298887,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:47.979119637,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:48.80456678,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:48.181445095,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:48.283558928,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:48.387552095,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:48.480628595,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:48.580682679,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:48.680429304,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:48.786694345,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:48.879475054,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:48.983937220,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:49.81032637,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:49.188624637,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:49.286174887,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:49.384589262,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:49.490812262,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:49.584056096,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:49.688527471,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:49.783470596,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:49.885144263,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:49.981034138,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:50.82400179,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:50.186647804,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:50.280957304,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:50.383019013,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:50.487424679,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:50.588035513,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:50.687114763,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:50.788961305,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:50.881100555,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:50.986539430,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:51.82389263,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:51.187088763,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:51.283894388,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:51.380795055,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:51.489749180,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:51.579511638,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:51.680293138,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:51.779005972,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:51.880076972,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:51.984281597,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:52.85354014,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:52.193642597,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:52.280528347,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:52.387951972,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:52.481450764,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:52.589094972,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:52.689644208,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:52.786073625,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:52.879458291,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:52.979004208,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:53.84562208,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:53.185713666,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:53.285055875,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:53.381534458,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:53.478860208,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:53.585800875,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:53.681017625,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:53.785073958,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:53.879086542,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:53.978786667,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:54.86882000,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:54.180181834,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:54.284222584,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:54.384711375,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:54.485034417,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:54.587499167,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:54.684378500,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:54.789831251,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:54.878639209,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:54.983960126,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:55.82300792,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:55.183446542,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:55.295816334,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:55.383769126,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:55.483643209,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:55.581204501,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:55.678908793,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:55.782900459,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:55.880375251,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:55.982517043,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:56.84966084,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:56.182656418,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:56.287612501,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:56.381691668,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:56.480439418,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:56.582669668,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:56.682166293,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:56.782168001,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:56.879869960,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:56.980382543,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:57.80409210,0,20.0,20.0,0.0,0.0
2025/08/06 13:43:57.183450710,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:57.283980627,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:57.385354752,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:57.487933252,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:57.585467960,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:57.679415044,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:57.782947419,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:57.879421877,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:57.984094794,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:58.82178502,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:58.186272794,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:58.283711211,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:58.385508377,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:58.485472752,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:58.585346086,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:58.686954544,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:58.785173336,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:58.878779419,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:58.988484211,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:59.84785794,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:59.188774711,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:59.289617628,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:59.389328836,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:59.490520211,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:59.585695169,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:59.680657586,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:59.783745878,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:59.886523503,0,0.0,0.0,0.0,0.0
2025/08/06 13:43:59.989901336,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:00.83520503,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:00.184019503,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:00.286355378,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:00.389800962,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:00.481825837,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:00.600847545,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:00.686382170,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:00.778901837,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:00.888046170,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:00.982928253,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:01.82991004,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:01.183966587,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:01.286668920,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:01.391514170,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:01.479718712,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:01.579126170,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:01.679499670,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:01.785226879,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:01.886450421,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:01.986833671,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:02.88023962,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:02.184303462,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:02.285194296,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:02.388543629,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:02.481494004,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:02.580045213,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:02.679827046,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:02.780573254,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:02.881315296,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:02.980655546,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:03.82672713,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:03.181076505,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:03.278805796,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:03.385315338,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:03.487250505,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:03.582665005,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:03.683300005,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:03.783220088,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:03.881922630,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:03.982092630,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:04.81525505,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:04.180872797,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:04.281234963,0,0.0,0.0,0.0,0.0
2025/08/06 13:44:04.383217880,0,0.0,0.0,0.0,0.0
