time,tick_secs,tick_nsecs,status,pose_0,pose_1,pose_2,vel_0,vel_1,vel_2
2025/08/06 13:43:37.616942590,1754455417,616751215,041,0.009032770060002804,-0.0010745447361841798,0.0009343993733637035,0.11221492290496826,-0.018314260989427567,0.013735831715166569
2025/08/06 13:43:37.679617215,1754455417,679345757,041,0.02025596797466278,-0.0028954846784472466,0.0023079824168235064,0.16030053794384003,-0.030144747346639633,0.019556496292352676
2025/08/06 13:43:37.717884673,1754455417,717642298,041,0.02025596797466278,-0.0028954846784472466,0.0023079824168235064,0.16030053794384003,-0.030144747346639633,0.019556496292352676
2025/08/06 13:43:37.784157590,1754455417,784002715,041,0.03629293665289879,-0.005872954148799181,0.004263631999492645,0.20718909800052643,-0.04378845542669296,0.024928241968154907
2025/08/06 13:43:37.817092590,1754455417,816783173,041,0.03629293665289879,-0.005872954148799181,0.004263631999492645,0.20718909800052643,-0.04378845542669296,0.024928241968154907
2025/08/06 13:43:37.879523298,1754455417,879378048,041,0.0570303276181221,-0.010163422673940659,0.006756456568837166,0.25304633378982544,-0.058286815881729126,0.029161011800169945
2025/08/06 13:43:37.917004465,1754455417,916748340,041,0.0570303276181221,-0.010163422673940659,0.006756456568837166,0.25304633378982544,-0.058286815881729126,0.029161011800169945
2025/08/06 13:43:37.980239924,1754455417,980018590,041,0.08237376809120178,-0.015821002423763275,0.009672557935118675,0.29846709966659546,-0.07194298505783081,0.031046107411384583
2025/08/06 13:43:38.17744049,1754455418,17330549,041,0.08237376809120178,-0.015821002423763275,0.009672557935118675,0.29846709966659546,-0.07194298505783081,0.031046107411384583
2025/08/06 13:43:38.91386340,1754455418,90958382,041,0.11228866875171661,-0.02272627502679825,0.012777168303728104,0.34352314472198486,-0.08488797396421432,0.031495463103055954
2025/08/06 13:43:38.116455965,1754455418,116170632,041,0.11228866875171661,-0.02272627502679825,0.012777168303728104,0.34352314472198486,-0.08488797396421432,0.031495463103055954
2025/08/06 13:43:38.186891465,1754455418,186585507,041,0.14674663543701172,-0.030775466933846474,0.01592671498656273,0.38826778531074524,-0.09720390290021896,0.031058641150593758
2025/08/06 13:43:38.217737049,1754455418,217372424,041,0.14674663543701172,-0.030775466933846474,0.01592671498656273,0.38826778531074524,-0.09720390290021896,0.031058641150593758
2025/08/06 13:43:38.283803882,1754455418,283579007,041,0.18572330474853516,-0.039876267313957214,0.01903257891535759,0.43273645639419556,-0.10894415527582169,0.030087755993008614
2025/08/06 13:43:38.316622674,1754455418,316356049,041,0.18572330474853516,-0.039876267313957214,0.01903257891535759,0.43273645639419556,-0.10894415527582169,0.030087755993008614
2025/08/06 13:43:38.379960340,1754455418,379776257,041,0.2291964441537857,-0.049945149570703506,0.022041354328393936,0.47695088386535645,-0.12014535814523697,0.0288151353597641
2025/08/06 13:43:38.418765840,1754455418,418437132,041,0.2291964441537857,-0.049945149570703506,0.022041354328393936,0.47695088386535645,-0.12014535814523697,0.0288151353597641
2025/08/06 13:43:38.479853882,1754455418,479630590,041,0.27714473009109497,-0.060905586928129196,0.024922868236899376,0.5209234952926636,-0.13083451986312866,0.027394913136959076
2025/08/06 13:43:38.517049590,1754455418,516791924,041,0.27714473009109497,-0.060905586928129196,0.024922868236899376,0.5209234952926636,-0.13083451986312866,0.027394913136959076
2025/08/06 13:43:38.579695132,1754455418,579477674,041,0.3295469582080841,-0.0726868212223053,0.027662359178066254,0.5386120080947876,0.03654487803578377,0.04027186334133148
2025/08/06 13:43:38.618530049,1754455418,618291549,041,0.3295469582080841,-0.0726868212223053,0.027662359178066254,0.5386120080947876,0.03654487803578377,0.04027186334133148
2025/08/06 13:43:38.680703132,1754455418,680516216,041,0.3832864761352539,-0.06754399091005325,0.03168954700231552,0.5557083487510681,0.1555710881948471,0.05214342847466469
2025/08/06 13:43:38.720007549,1754455418,718487216,041,0.3832864761352539,-0.06754399091005325,0.03168954700231552,0.5557083487510681,0.1555710881948471,0.05214342847466469
2025/08/06 13:43:38.789121257,1754455418,788783049,041,0.43833649158477783,-0.05023397505283356,0.03690388798713684,0.5722323060035706,0.2402125597000122,0.06308810412883759
2025/08/06 13:43:38.817956966,1754455418,817468591,041,0.43833649158477783,-0.05023397505283356,0.03690388798713684,0.5722323060035706,0.2402125597000122,0.06308810412883759
2025/08/06 13:43:38.880915299,1754455418,880358966,041,0.4946344792842865,-0.024117793887853622,0.04321270063519478,0.5882030725479126,0.3004024922847748,0.07317826896905899
2025/08/06 13:43:38.917269299,1754455418,916955716,041,0.4946344792842865,-0.024117793887853622,0.04321270063519478,0.5882030725479126,0.3004024922847748,0.07317826896905899
2025/08/06 13:43:38.980347716,1754455418,980003341,041,0.5521021485328674,0.008435403928160667,0.05053052678704262,0.6036391854286194,0.343204528093338,0.08248062431812286
2025/08/06 13:43:39.22930716,1754455419,19556382,041,0.5521021485328674,0.008435403928160667,0.05053052678704262,0.6036391854286194,0.343204528093338,0.08248062431812286
2025/08/06 13:43:39.88474757,1754455419,88108632,041,0.6106555461883545,0.04576097056269646,0.058778587728738785,0.6185584664344788,0.3736417293548584,0.091056689620018
2025/08/06 13:43:39.117282882,1754455419,116283591,041,0.6106555461883545,0.04576097056269646,0.058778587728738785,0.6185584664344788,0.3736417293548584,0.091056689620018
2025/08/06 13:43:39.182623007,1754455419,182286007,041,0.6702096462249756,0.08669432252645493,0.06788425892591476,0.6329782605171204,0.3952861428260803,0.0989631712436676
